2010/11/13,12,20,3,12,1,52,77,26,0,1023,2,10,16,,,,,,,,,,,,,,,,
2010/11/14,12,18,4,12,4,59,86,31,0,1018,6,16,16,,,,,,,,,,,,,,,,
2010/11/15,12,15,9,11,8,78,93,62,4.32,1016,4,16,12,Rain,,,,,,,,,,,,,,,
2010/11/16,14,18,10,8,11,90,96,84,7.87,1011,13,37,10,Rain,,,,,,,,,,,,,,,
2010/11/17,13,18,8,9,6,61,86,36,5.84,1009,21,60,15,Rain,Thunderstorm,,,,,,,,,,,,,,
2010/11/18,11,15,6,14,1,58,76,39,0,1021,13,34,16,,,,,,,,,,,,,,,,
2010/11/19,8,12,3,19,-1,62,85,38,0,1025,9,27,16,,,,,,,,,,,,,,,,
2010/11/20,12,19,4,12,3,63,85,40,0,1024,10,21,16,,,,,,,,,,,,,,,,
2010/11/21,10,14,6,15,4,65,82,47,0,1030,5,21,15,,,,,,,,,,,,,,,,
2010/11/22,13,16,9,10,9,82,100,64,T,1026,9,21,10,,,,,,,,,,,,,,,,
2010/11/23,16,21,11,4,7,50,83,17,0.25,1015,14,29,16,Rain,,,,,,,,,,,,,,,
2010/11/24,9,13,6,16,-3,40,57,22,0,1024,15,29,16,,,,,,,,,,,,,,,,
2010/11/25,9,13,6,16,2,61,77,45,0.76,1019,10,27,16,Rain,,,,,,,,,,,,,,,
2010/11/26,11,16,4,14,3,64,93,34,0.25,1006,18,39,15,Rain,,,,,,,,,,,,,,,
2010/11/27,5,9,1,24,-7,47,56,37,0,1015,18,40,16,,,,,,,,,,,,,,,,
2010/11/28,6,10,1,23,-4,50,64,36,0,1029,9,26,16,,,,,,,,,,,,,,,,
2010/11/29,6,11,0,23,1,70,89,50,0,1032,6,16,16,,,,,,,,,,,,,,,,
2010/11/30,13,17,9,9,10,80,93,67,0.76,1022,14,32,16,Rain,,,,,,,,,,,,,,,
2010/12/1,11,18,2,14,6,69,93,45,19.81,1008,26,53,11,Rain,,,,,,,,,,,,,,,
2010/12/2,3,6,0,27,-6,56,69,43,0,1022,12,26,16,,,,,,,,,,,,,,,,
2010/12/3,4,6,1,26,-5,55,64,45,0,1020,15,27,16,,,,,,,,,,,,,,,,
2010/12/4,3,6,-1,28,-7,50,63,36,0,1015,15,27,16,,,,,,,,,,,,,,,,
2010/12/5,3,5,0,28,-8,47,56,38,0,1011,25,45,16,,,,,,,,,,,,,,,,
2010/12/6,2,4,-1,30,-11,43,53,32,0,1009,25,50,16,,,,,,,,,,,,,,,,
2010/12/7,0,2,-2,33,-12,41,46,35,0,1010,25,42,16,,,,,,,,,,,,,,,,
2010/12/8,0,3,-3,33,-12,43,50,35,0,1019,17,35,16,,,,,,,,,,,,,,,,
2010/12/9,0,3,-3,33,-11,45,55,35,0,1027,11,29,16,,,,,,,,,,,,,,,,
2010/12/10,1,4,-3,32,-6,62,75,48,T,1027,8,16,16,Snow,,,,,,,,,,,,,,,
2010/12/11,4,8,-1,26,-1,67,92,42,1.27,1021,7,14,12,Rain,,,,,,,,,,,,,,,
2010/12/12,6,7,3,23,4,95,100,89,19.56,1000,11,32,5,Fog,Rain,,,,,,,,,,,,,,
2010/12/13,-1,4,-6,34,-9,51,64,38,T,997,27,47,13,Snow,,,,,,,,,,,,,,,
2010/12/14,-4,-2,-6,40,-15,46,59,33,T,1008,28,48,15,Snow,,,,,,,,,,,,,,,
2010/12/15,-2,1,-6,37,-15,40,52,28,0,1014,19,35,16,,,,,,,,,,,,,,,,
2010/12/16,-4,-3,-6,41,-8,67,88,46,4.32,1012,8,24,10,Fog,Snow,,,,,,,,,,,,,,
2010/12/17,-1,4,-6,34,-8,63,81,44,0,1018,12,27,16,,,,,,,,,,,,,,,,
2010/12/18,-1,2,-5,35,-4,78,92,64,0,1020,6,14,14,,,,,,,,,,,,,,,,
2010/12/19,1,3,-3,32,-7,67,85,48,0,1017,16,32,15,,,,,,,,,,,,,,,,
2010/12/20,-1,4,-6,34,-8,63,81,44,0,1017,12,27,16,,,,,,,,,,,,,,,,
2010/12/21,2,5,-2,30,-8,51,63,38,0,1017,17,34,16,,,,,,,,,,,,,,,,
2010/12/22,4,7,1,25,-7,45,56,33,0,1014,17,37,16,,,,,,,,,,,,,,,,
2010/12/23,3,7,0,27,-7,46,56,36,0,1017,32,58,16,,,,,,,,,,,,,,,,
2010/12/24,2,5,-1,29,-8,50,63,37,0,1021,22,37,16,,,,,,,,,,,,,,,,
2010/12/25,1,2,0,31,-6,63,69,56,T,1017,11,19,15,Snow,,,,,,,,,,,,,,,
2010/12/26,-1,1,-2,34,-6,66,78,53,0.25,1006,26,48,10,Snow,,,,,,,,,,,,,,,
2010/12/27,0,3,-3,33,-13,38,50,25,T,1006,35,60,16,,,,,,,,,,,,,,,,
2010/12/28,3,8,-2,28,-12,36,53,19,0,1017,17,42,16,,,,,,,,,,,,,,,,
2010/12/29,4,9,-1,26,-6,54,75,32,0,1019,11,32,16,,,,,,,,,,,,,,,,
2010/12/30,3,8,-2,27,-4,62,85,38,0,1024,7,21,15,,,,,,,,,,,,,,,,
2010/12/31,5,10,0,24,-2,64,82,46,0,1023,6,14,16,,,,,,,,,,,,,,,,
